"international_id","helmet_brand","tape_color","pregame_music_genre","locker_room_role","training_pct","uses_tinted_visor","left_skate_first","brings_backup_stick","morning_skate_attended","hydration_pct","pass_drill_success_pct","0x676f6c64656e5f7469707073","video_review_completion_pct","extra_sticks_packed","warmup_laps","bus_seat_number","autographs_signed_week","skate_hollow_inches","avg_shoot_speed","shot_power_score","sleep_hours_before_game","stick_blade_curve_mm","travel_fatigue_score","recovery_balance_minutes","selection_probability"
"875","Bauer","black","metal","hype","20.159857","0","0","1","1","55.150000","77.930000","mike","77.230000","3","8","54","4","0.874000","99.130000","70.960000","7.250000","6.470000","-2.870000","-68","0.381139"
"876","Warrior","white","pop","joker","45.515335","0","0","0","1","70.110000","80.390000","golf","57.040000","2","7","35","7","0.906000","82.420000","50.900000","8.390000","12.030000","-1.560000","-149","0.891919"
"877","Bauer","black","country","joker","51.522135","1","0","1","1","47.340000","57.470000","lima","60.780000","2","6","50","5","0.801000","58.980000","22.780000","5.720000","5.210000","-4.470000","-114","0.956717"
"878","Bauer","white","metal","quiet","78.659811","1","0","1","1","65.690000","32.770000","uniform","23.550000","1","5","45","6","0.428000","82.390000","50.870000","6.950000","9.210000","-1.080000","-99","0.007687"
"879","Warrior","white","hip hop","quiet","62.593613","0","0","1","1","73.050000","41.440000","victor","21.210000","3","4","30","5","0.753000","72.200000","","6.720000","4.130000","-1.210000","-13","0.930686"
"880","Warrior","white","rock","quiet","33.332997","0","1","1","1","48.260000","56.960000","xray","78.270000","2","2","39","5","0.702000","88.410000","58.090000","7.000000","9.700000","-5.070000","-47","0.404802"
"881","CCM","white","hip hop","planner","36.396017","0","0","1","1","58.960000","59.810000","papa","66.370000","1","3","15","6","0.444000","84.290000","53.150000","7.310000","16.410000","-6.410000","-163","0.348035"
"882","Bauer","white","country","joker","70.558111","0","1","0","0","72.210000","76.230000","charlie","62.300000","2","5","41","4","0.718000","71.950000","38.340000","8.590000","7.920000","-3.510000","-34","0.528860"
"883","CCM","black","pop","hype","71.110437","0","1","1","0","49.850000","79.370000","bravo","47.610000","5","3","54","3","0.549000","76.420000","","6.420000","16.060000","-3.890000","-19","0.834341"
"884","True","white","pop","hype","38.969959","0","0","1","1","80.780000","47.870000","victor","33.360000","2","8","6","2","0.561000","89.240000","59.090000","8.490000","11.140000","-3.370000","-169","0.907203"
"885","Warrior","black","hip hop","quiet","49.201003","0","1","1","0","50.500000","76.830000","bravo","61.330000","2","2","30","5","0.677000","74.850000","41.820000","7.350000","9.360000","-1.890000","-9","0.571693"
"886","True","white","pop","hype","59.988065","0","1","1","1","84.240000","46.490000","hotel","60.620000","1","7","55","3","0.818000","91.310000","61.570000","7.040000","4.920000","-3.230000","-95","0.845698"
"887","Bauer","white","country","planner","38.217987","0","1","1","1","45.750000","76.950000","lima","53.060000","0","3","14","4","0.953000","85.240000","54.290000","7.470000","11.280000","-2.120000","-134","0.292051"
"888","CCM","black","metal","planner","16.676706","0","0","1","1","57.720000","35.020000","quebec","32.660000","4","6","14","7","0.603000","91.990000","62.390000","8.010000","8.670000","-4.320000","-130","0.744261"
"889","Warrior","white","metal","mentor","33.979048","1","0","1","1","62.620000","51.100000","alpha","54.590000","5","5","26","5","0.628000","76.220000","43.460000","6.350000","13.480000","-7.140000","-171","0.302557"
"890","True","black","rock","joker","68.602947","0","0","1","1","49.460000","33.230000","kilo","23.050000","2","7","44","4","0.380000","66.070000","31.280000","7.070000","9.620000","-3.330000","-42","0.594177"
"891","Warrior","white","pop","planner","60.880536","1","1","1","0","52.880000","42.240000","delta","64.050000","1","5","31","7","0.456000","84.480000","","7.590000","10.570000","-1.070000","-140","0.079339"
"892","Bauer","white","rock","hype","58.929487","1","1","1","1","63.950000","74.990000","sierra","47.860000","5","7","26","6","0.702000","75.710000","42.850000","8.740000","14.500000","-0.810000","-130","0.026840"
"893","CCM","red","rock","hype","38.356695","0","0","1","1","69.420000","74.810000","papa","81.890000","5","7","18","6","0.857000","81.920000","50.300000","5.660000","5.070000","-3.680000","-143","0.702037"
"894","True","white","hip hop","joker","80.916539","0","0","1","1","74.380000","68.530000","sierra","43.560000","3","4","15","5","0.976000","74.430000","41.320000","8.880000","8.730000","-3.910000","-46","0.640952"
"895","True","white","pop","joker","62.846151","0","1","1","1","94.780000","73.450000","echo","22.070000","2","6","22","4","0.992000","75.990000","43.190000","7.050000","10.920000","-1.100000","-81","0.831910"
"896","Sherwood","black","metal","quiet","57.334777","1","1","0","1","75.560000","77.100000","lima","45.250000","0","3","1","4","0.686000","90.310000","60.370000","7.840000","7.470000","-2.970000","-77","0.259797"
"897","Warrior","black","rock","joker","","0","1","1","1","80.980000","64.180000","romeo","16.800000","2","8","17","4","0.661000","79.390000","47.270000","7.210000","12.990000","-3.560000","-38","0.122713"
"898","Bauer","black","metal","joker","57.100360","0","1","1","1","86.990000","52.140000","kilo","38.770000","5","2","15","6","0.942000","72.140000","38.570000","8.100000","13.270000","-4.030000","-120","0.064717"
"899","Bauer","white","hip hop","mentor","57.682906","0","1","1","1","79.750000","58.780000","yankee","20.530000","5","1","50","4","0.856000","80.240000","48.290000","7.230000","15.040000","-1.800000","-62","0.939147"
"900","CCM","black","hip hop","mentor","48.467481","0","0","1","1","90.630000","35.460000","tango","44.050000","5","1","38","2","0.513000","82.550000","51.060000","8.050000","8.200000","-2.020000","-86","0.948341"
"901","Bauer","black","electronic","quiet","47.339967","0","0","1","1","84.270000","66.490000","romeo","64.160000","4","3","8","5","0.682000","84.850000","53.820000","6.710000","12.810000","-5.340000","-153","0.881389"
"902","Warrior","black","rock","hype","54.922880","0","0","1","0","94.090000","89.900000","xray","30.960000","2","6","7","7","0.893000","92.520000","63.020000","8.000000","8.980000","-0.760000","-136","0.280813"
"903","CCM","blue","electronic","quiet","35.144374","1","0","1","1","86.670000","41.520000","charlie","71.360000","2","1","45","5","0.487000","80.490000","48.590000","6.530000","5.090000","-4.950000","-20","0.221063"
"904","Bauer","white","pop","joker","41.917916","1","1","1","1","45.320000","60.730000","romeo","43.010000","1","4","48","7","0.769000","87.960000","57.550000","7.810000","12.480000","-3.970000","-143","0.382091"
"905","Bauer","black","country","mentor","47.615984","0","1","1","1","54.990000","83.330000","india","65.270000","4","3","43","2","0.387000","82.470000","","7.560000","7.500000","-3.150000","-34","0.214834"
"906","Sherwood","white","pop","planner","47.877867","1","1","1","1","91.230000","82.500000","foxtrot","40.850000","5","7","36","3","0.898000","70.750000","36.900000","6.130000","14.690000","-3.470000","-20","0.969635"
"907","True","white","metal","quiet","54.748814","0","1","1","1","91.990000","50.790000","india","6.390000","2","2","40","1","0.995000","96.820000","68.180000","7.870000","6.470000","-1.250000","-26","0.367782"
"908","CCM","green","country","planner","55.786471","0","0","1","1","71.610000","92.090000","echo","28.730000","4","5","33","6","0.821000","81.900000","","7.300000","11.330000","-1.840000","-27","0.644326"
"909","True","black","hip hop","quiet","63.411069","0","1","1","1","58.010000","82.850000","romeo","32.420000","5","6","35","4","0.378000","75.960000","","5.060000","9.400000","-0.960000","-113","0.110603"
"910","Sherwood","white","hip hop","quiet","28.805604","0","0","1","0","54.770000","82.600000","golf","61.840000","5","7","7","6","0.531000","76.620000","43.940000","5.710000","16.050000","-3.180000","-148","0.534275"
"911","True","white","pop","quiet","34.937122","0","1","1","0","95.950000","94.050000","foxtrot","26.710000","5","1","29","8","0.645000","76.280000","43.540000","7.360000","11.790000","-2.720000","-37","0.214298"
"912","CCM","red","country","quiet","67.095113","0","1","0","1","80.710000","71.790000","charlie","25.950000","4","8","14","4","0.655000","75.560000","42.670000","5.980000","13.980000","-3.160000","-151","0.860490"
"913","Bauer","red","hip hop","mentor","70.171759","0","0","0","1","88.670000","66.430000","lima","20.150000","5","7","15","5","0.959000","82.800000","51.360000","8.080000","7.450000","-1.280000","-116","0.907433"
"914","True","white","pop","quiet","48.569263","0","0","0","0","83.770000","82.470000","uniform","43.780000","5","1","41","4","0.412000","82.210000","50.650000","4.870000","16.810000","-3.480000","-130","0.321235"
"915","Bauer","blue","hip hop","hype","57.712806","0","1","1","0","50.420000","33.540000","mike","55.150000","4","5","4","9","0.841000","81.670000","50.000000","8.210000","5.620000","-2.270000","-57","0.250518"
"916","Bauer","white","rock","quiet","22.546801","0","0","1","1","52.870000","33.970000","xray","25.300000","5","3","39","5","0.629000","91.010000","61.210000","6.080000","9.090000","-1.790000","-113","0.690528"
"917","Bauer","red","pop","planner","53.447067","0","1","1","1","92.180000","65.730000","delta","38.240000","3","6","27","6","0.910000","75.910000","43.090000","8.350000","4.170000","-6.690000","-49","0.618271"
"918","Bauer","white","hip hop","hype","71.835979","0","1","1","1","78.650000","74.610000","sierra","61.970000","5","7","50","5","0.805000","69.910000","35.890000","7.850000","15.930000","-0.360000","-112","0.987999"
"919","CCM","black","rock","hype","26.311418","0","1","1","1","49.730000","67.100000","quebec","3.390000","3","4","27","9","0.554000","76.390000","43.670000","7.870000","11.940000","-1.500000","-15","0.741688"
"920","CCM","black","metal","mentor","48.017394","0","0","0","1","77.760000","44.870000","quebec","77.750000","4","7","51","6","0.507000","75.810000","42.970000","7.330000","5.590000","-1.240000","-99","0.720456"
"921","Bauer","red","rock","joker","45.300805","0","1","1","0","53.180000","36.300000","quebec","29.390000","3","5","45","6","0.734000","89.660000","","8.140000","12.540000","-1.190000","-139","0.742036"
"922","Warrior","white","hip hop","hype","52.944546","0","1","1","1","98.320000","33.180000","echo","61.860000","2","3","21","6","0.845000","87.050000","56.460000","6.280000","6.460000","-1.380000","-52","0.889985"
"923","Sherwood","blue","electronic","hype","32.860041","0","1","1","0","81.130000","67.230000","xray","41.900000","4","7","32","7","0.661000","87.640000","57.170000","7.980000","4.010000","-1.730000","-99","0.706358"
"924","Bauer","red","country","hype","43.378997","1","1","1","1","63.080000","62.430000","kilo","49.330000","5","7","52","4","0.928000","86.610000","55.930000","7.730000","10.690000","-5.750000","-63","0.634249"
"925","Warrior","black","electronic","hype","70.523588","0","1","0","1","62.230000","72.610000","victor","74.440000","3","4","36","3","0.468000","83.500000","52.200000","7.660000","9.660000","-4.240000","-7","0.912457"
"926","Bauer","black","hip hop","quiet","72.747144","0","0","1","0","94.190000","24.850000","romeo","42.490000","3","3","48","5","0.421000","88.330000","58.000000","8.880000","13.080000","-2.600000","-8","0.101279"
"927","Warrior","green","electronic","hype","64.129085","0","1","1","0","82.760000","52.190000","whiskey","80.210000","0","6","23","2","0.725000","74.740000","","6.640000","16.710000","-3.430000","-29","0.029509"
"928","Bauer","white","pop","mentor","31.874322","1","0","1","1","78.040000","65.090000","quebec","46.870000","4","2","16","5","0.967000","76.930000","44.320000","8.060000","11.820000","-3.990000","-40","0.747726"
"929","True","white","country","joker","57.979498","1","0","1","0","67.860000","76.650000","tango","97.490000","2","5","19","4","0.464000","77.740000","45.290000","7.710000","15.150000","-1.610000","-105","0.952876"
"930","Bauer","white","electronic","quiet","46.449575","0","1","1","0","75.860000","57.440000","lima","63.190000","5","4","49","4","0.543000","87.370000","56.840000","8.550000","13.110000","-1.240000","-140","0.240474"
"931","Bauer","black","pop","joker","54.410607","0","0","1","1","96.370000","38.760000","juliett","28.520000","1","1","53","4","0.894000","86.360000","55.630000","7.390000","15.060000","-3.120000","-148","0.911701"
"932","Warrior","black","electronic","hype","47.915947","0","0","1","1","94.220000","43.500000","mike","50.530000","3","2","4","3","0.385000","87.590000","57.110000","6.430000","15.960000","-4.770000","-122","0.169034"
"933","Warrior","black","country","joker","37.957142","0","0","1","1","55.760000","84.110000","alpha","36.120000","2","5","39","3","0.420000","78.140000","45.770000","7.380000","5.790000","-1.390000","-110","0.461630"
"934","CCM","black","country","hype","42.958955","0","0","0","1","69.320000","84.630000","whiskey","85.500000","2","7","11","7","0.508000","80.380000","48.460000","9.210000","15.720000","-4.230000","-54","0.042256"
"935","Bauer","red","pop","joker","37.697829","0","1","0","1","71.370000","63.980000","hotel","30.150000","0","5","26","7","0.607000","91.660000","","7.630000","14.940000","-2.780000","-68","0.754122"
"936","Warrior","red","hip hop","joker","16.243218","1","1","1","0","83.880000","70.810000","oscar","80.470000","5","6","4","2","0.992000","85.100000","54.120000","8.120000","14.270000","-6.740000","-161","0.765232"
"937","Sherwood","blue","country","joker","40.728594","0","1","1","1","46.390000","76.010000","lima","61.410000","5","8","10","4","0.961000","89.470000","","6.070000","5.060000","-8.890000","-10","0.274257"
"938","Warrior","black","hip hop","mentor","41.158430","0","0","1","1","60.320000","80.480000","victor","56.050000","0","5","11","5","0.403000","68.990000","34.790000","8.590000","11.550000","-5.920000","-12","0.458248"
"939","Bauer","white","electronic","joker","60.693153","0","0","1","0","63.200000","84.860000","charlie","58.250000","0","2","27","2","0.527000","102.810000","75.370000","9.100000","12.600000","-1.190000","-117","0.649349"
"940","Sherwood","black","rock","planner","88.569974","1","1","1","1","48.760000","71.680000","romeo","50.170000","3","4","42","5","0.407000","69.950000","35.940000","6.310000","5.760000","-1.520000","-173","0.123565"
"941","Warrior","black","rock","joker","24.343799","0","1","0","0","78.260000","35.790000","xray","46.980000","1","8","34","3","0.396000","74.260000","","6.680000","11.050000","-2.800000","-85","0.450681"
"942","Warrior","black","hip hop","hype","89.382542","0","1","1","0","64.660000","58.820000","kilo","84.210000","5","2","16","3","0.727000","79.080000","","7.240000","17.570000","-5.020000","-160","0.855564"
"943","Bauer","white","metal","joker","60.011891","1","0","1","1","99.010000","76.620000","zulu","81.930000","5","8","47","4","0.536000","95.150000","","6.430000","13.260000","-3.030000","-102","0.791409"
"944","Bauer","black","pop","hype","53.800681","0","1","1","0","71.770000","79.430000","victor","35.840000","1","5","6","10","0.669000","81.900000","50.280000","6.400000","12.500000","-2.080000","-9","0.912259"
"945","CCM","white","country","planner","30.549517","1","1","0","1","69.060000","56.300000","golf","77.870000","3","8","7","3","0.526000","80.150000","48.180000","8.160000","12.030000","-3.240000","-63","0.483597"
"946","Warrior","blue","pop","joker","61.403960","0","0","0","1","82.950000","50.440000","kilo","63.230000","4","2","39","6","0.377000","82.120000","","6.690000","7.580000","-2.030000","-38","0.888738"
"947","CCM","white","hip hop","planner","52.815351","0","0","1","1","93.680000","57.990000","lima","94.000000","4","2","19","9","0.833000","70.260000","36.310000","7.050000","10.820000","-5.010000","-177","0.574230"
"948","Warrior","black","metal","joker","38.593664","0","0","1","0","74.690000","85.580000","foxtrot","51.600000","2","4","17","6","0.924000","84.920000","53.900000","8.940000","17.200000","-1.210000","-69","0.167354"
"949","Bauer","green","pop","hype","21.825041","0","1","0","1","69.100000","65.730000","juliett","68.260000","1","3","15","7","0.591000","82.190000","","8.290000","7.630000","-0.450000","-146","0.251693"
"950","True","white","electronic","joker","63.606664","1","0","1","0","90.150000","69.680000","hotel","57.500000","0","3","32","8","0.600000","83.750000","52.500000","7.530000","17.640000","-1.140000","-18","0.857182"
"951","Bauer","black","country","planner","62.237768","0","1","0","1","68.740000","90.980000","mike","33.020000","3","3","46","3","0.797000","80.260000","48.310000","8.800000","16.020000","-2.130000","-121","0.530742"
"952","Sherwood","white","electronic","hype","52.164871","0","0","1","1","69.830000","67.650000","charlie","91.680000","0","7","38","6","0.572000","91.940000","62.330000","7.220000","13.830000","-2.020000","-25","0.647881"
"953","Warrior","white","electronic","quiet","63.481221","0","0","0","1","65.080000","42.380000","foxtrot","46.200000","1","7","46","7","0.466000","77.930000","45.520000","7.630000","9.160000","-1.790000","-5","0.902132"
"954","True","blue","metal","quiet","76.013197","0","1","1","1","87.370000","55.150000","echo","71.880000","4","3","51","4","0.884000","81.580000","49.900000","7.890000","15.210000","-1.430000","-126","0.816033"
"955","CCM","white","country","quiet","42.216421","0","0","0","0","48.690000","87.340000","sierra","84.430000","0","1","51","7","0.832000","84.830000","53.800000","8.290000","13.520000","-1.810000","-48","0.893301"
"956","CCM","black","country","planner","57.999256","0","1","1","1","48.120000","53.050000","november","81.810000","1","4","44","4","0.763000","81.510000","","6.850000","5.120000","-1.090000","-10","0.160944"
"957","True","blue","hip hop","quiet","47.653798","0","1","1","0","61.050000","60.100000","sierra","60.100000","5","2","42","8","0.764000","92.910000","","7.880000","11.750000","-0.620000","-48","0.476110"
"958","True","white","pop","joker","47.705930","0","1","1","1","46.390000","62.710000","mike","83.460000","5","6","38","5","0.420000","76.460000","43.750000","8.570000","5.750000","-3.920000","-23","0.482919"
"959","Warrior","white","metal","quiet","45.679527","0","1","1","1","54.560000","34.780000","charlie","61.160000","2","2","35","6","0.387000","71.380000","37.660000","6.860000","6.220000","-2.200000","-179","0.248862"
"960","CCM","white","pop","joker","66.157336","1","1","1","0","66.530000","60.820000","mike","21.770000","3","1","9","7","0.467000","78.310000","45.970000","9.190000","8.150000","-3.170000","-128","0.110500"
"961","CCM","black","electronic","planner","34.535339","0","0","1","0","51.130000","58.690000","romeo","52.420000","3","1","16","4","0.406000","78.790000","46.550000","5.790000","12.190000","-5.070000","-105","0.125769"
"962","Warrior","black","metal","hype","47.553300","0","0","1","1","89.570000","69.560000","whiskey","58.220000","0","5","47","3","0.920000","84.050000","52.860000","6.770000","6.540000","-0.560000","-100","0.875659"
"963","True","blue","country","planner","20.732946","0","0","1","0","99.950000","45.920000","quebec","46.770000","2","5","37","3","0.894000","79.190000","47.030000","8.690000","7.900000","-3.160000","-64","0.742244"
"964","CCM","black","electronic","planner","71.380820","0","1","1","1","54.470000","87.460000","bravo","57.470000","3","6","27","3","0.846000","68.570000","34.280000","7.370000","8.040000","-1.260000","-36","0.581118"
"965","True","white","rock","quiet","81.321948","0","0","1","0","81.490000","88.490000","hotel","27.420000","5","4","17","5","0.827000","95.460000","","7.210000","5.800000","-3.890000","-95","0.853021"
"966","Warrior","red","country","planner","57.103013","1","0","1","0","87.320000","74.960000","sierra","47.160000","4","1","43","5","0.864000","79.410000","","6.270000","10.630000","-3.340000","-23","0.488735"
"967","True","green","metal","joker","49.536066","0","0","1","1","74.280000","45.420000","bravo","45.590000","5","5","23","8","0.721000","75.350000","42.420000","7.610000","15.910000","-1.130000","-173","0.585833"
"968","True","green","metal","joker","24.902413","0","1","1","1","89.200000","80.740000","alpha","49.700000","2","2","46","6","0.537000","96.270000","67.520000","4.970000","12.490000","-0.550000","-126","0.764724"
"969","CCM","blue","pop","mentor","44.626469","1","0","1","1","73.320000","84.700000","zulu","72.700000","1","2","36","6","0.559000","71.290000","37.550000","6.810000","14.440000","-0.740000","-101","0.584603"
"970","True","white","hip hop","joker","59.467119","0","1","1","0","77.100000","43.370000","oscar","44.460000","3","5","36","2","0.621000","87.110000","56.530000","7.110000","15.860000","-0.570000","-93","0.766352"
"971","Warrior","black","rock","planner","36.411470","0","1","1","1","51.540000","63.580000","delta","35.740000","2","6","5","5","0.473000","79.010000","46.810000","5.600000","10.470000","-1.370000","-112","0.217987"
"972","Warrior","black","pop","hype","","0","1","1","0","79.930000","34.850000","xray","23.970000","2","1","30","11","0.960000","88.000000","","6.830000","8.420000","-1.650000","-138","0.712207"
"973","Bauer","black","electronic","planner","53.984480","0","1","1","0","52.430000","57.010000","alpha","66.250000","3","5","9","9","0.708000","77.690000","45.230000","8.680000","11.420000","-3.080000","-71","0.379745"
"974","True","black","electronic","mentor","56.890963","0","1","1","1","66.990000","73.790000","delta","71.180000","2","1","29","4","0.637000","84.320000","53.180000","6.310000","8.840000","-2.930000","-83","0.172862"
"975","Bauer","white","hip hop","mentor","","0","1","1","1","45.850000","66.820000","whiskey","87.980000","5","8","28","5","0.454000","90.220000","60.260000","7.260000","7.720000","-5.750000","-94","0.065612"
"976","Bauer","white","rock","joker","67.096155","0","0","0","1","69.600000","94.870000","kilo","38.660000","3","7","23","4","0.513000","81.060000","49.270000","8.970000","4.060000","-3.720000","-145","0.620373"
"977","CCM","green","electronic","quiet","66.404422","0","1","1","0","73.160000","46.750000","bravo","91.420000","2","4","1","7","0.996000","63.340000","28.010000","7.180000","12.260000","-1.160000","-146","0.568983"
"978","True","white","electronic","quiet","","0","1","0","1","79.160000","80.800000","golf","76.860000","3","2","15","7","0.393000","83.710000","52.450000","6.840000","7.690000","-6.840000","-6","0.739154"
"979","CCM","green","electronic","mentor","22.800975","0","0","0","1","92.350000","48.810000","juliett","67.790000","2","4","32","5","0.704000","80.380000","48.460000","7.150000","17.940000","-1.270000","-149","0.465124"
"980","Warrior","blue","rock","joker","55.259301","1","1","1","1","78.060000","63.190000","kilo","18.670000","3","5","3","2","0.707000","85.910000","55.090000","4.690000","7.220000","-0.470000","-175","0.618533"
"981","Sherwood","white","pop","planner","62.213949","1","1","1","1","76.020000","71.150000","kilo","61.110000","3","7","42","8","0.845000","89.340000","59.210000","8.210000","16.660000","-2.760000","-145","0.621227"
"982","Warrior","black","country","hype","61.157604","0","0","1","1","70.360000","80.880000","victor","67.560000","0","6","50","6","0.861000","91.650000","","6.750000","13.640000","-2.350000","-116","0.830037"
"983","True","white","country","quiet","50.211173","0","0","0","1","70.330000","65.610000","golf","49.940000","4","1","4","6","0.874000","75.710000","42.850000","6.600000","4.710000","-3.220000","-38","0.538109"
"984","Bauer","white","rock","planner","54.051444","0","1","1","0","92.910000","80.040000","papa","63.460000","5","2","35","4","0.519000","75.540000","42.650000","8.770000","17.940000","-3.990000","-27","0.090953"
"985","Bauer","blue","electronic","joker","27.579099","0","1","1","1","51.650000","45.970000","mike","17.730000","2","8","30","7","0.501000","74.790000","","7.640000","10.370000","-4.160000","-107","0.165969"
"986","Bauer","white","electronic","quiet","","1","1","1","0","63.900000","68.180000","quebec","66.420000","4","2","25","5","0.941000","81.260000","49.510000","8.220000","5.790000","-0.730000","-44","0.340037"
"987","True","green","hip hop","planner","71.682912","0","1","0","0","73.150000","65.010000","victor","91.290000","0","1","43","7","0.487000","88.360000","58.030000","9.300000","16.760000","-3.010000","-59","0.924253"
"988","Warrior","black","metal","hype","60.108016","0","1","1","0","78.770000","77.210000","whiskey","29.490000","0","5","8","6","0.446000","70.410000","36.490000","7.760000","9.380000","-2.650000","-74","0.026438"
"989","CCM","black","metal","mentor","63.436861","0","0","1","1","71.260000","42.100000","whiskey","89.810000","2","4","26","11","0.463000","72.940000","39.530000","6.970000","17.010000","-1.680000","-21","0.047157"
"990","Sherwood","white","metal","joker","27.823700","0","1","1","0","84.270000","59.580000","mike","69.730000","3","1","7","5","0.509000","84.870000","53.840000","7.300000","7.950000","-6.780000","-164","0.194189"
"991","Warrior","green","hip hop","mentor","72.872631","1","1","0","1","99.340000","57.810000","delta","60.650000","1","3","45","2","0.545000","75.620000","42.740000","7.540000","11.620000","-4.430000","-32","0.132231"
"992","True","black","hip hop","hype","72.942486","1","0","1","1","91.810000","23.510000","foxtrot","90.330000","3","6","12","2","0.753000","78.720000","46.460000","9.630000","7.150000","-1.560000","-71","0.495448"
"993","Bauer","black","rock","quiet","18.796765","0","0","1","0","93.120000","19.450000","quebec","19.400000","0","8","25","5","0.985000","78.610000","46.330000","7.660000","16.100000","-1.900000","-145","0.718835"
"994","True","white","country","joker","60.366737","0","1","1","0","48.120000","38.800000","charlie","65.870000","4","6","44","6","0.846000","82.230000","50.680000","8.290000","10.100000","-4.320000","-99","0.659427"
"995","CCM","blue","hip hop","hype","58.643768","0","0","0","0","63.560000","21.130000","golf","80.220000","4","4","35","5","0.508000","71.870000","38.240000","7.700000","17.780000","-3.380000","-127","0.514960"
"996","Bauer","white","metal","planner","71.525865","0","0","1","1","87.190000","57.780000","delta","70.050000","4","3","50","5","0.923000","68.090000","33.710000","8.910000","16.790000","-3.170000","-78","0.090864"
"997","Bauer","black","hip hop","joker","74.177058","0","1","1","0","78.680000","66.100000","zulu","50.970000","2","7","31","5","0.564000","86.240000","55.490000","8.800000","4.240000","-1.510000","-123","0.663991"
"998","CCM","white","metal","joker","63.164116","1","1","0","1","54.840000","85.450000","november","36.850000","5","1","15","7","0.858000","77.320000","44.780000","7.550000","10.520000","-1.210000","-127","0.156921"
"999","Warrior","black","electronic","joker","60.007106","0","1","1","0","45.640000","48.350000","uniform","93.440000","0","8","44","1","0.952000","81.010000","49.210000","9.350000","15.540000","-2.250000","-97","0.813281"
"1000","Bauer","black","metal","quiet","70.627909","0","1","1","0","65.430000","47.000000","echo","78.240000","0","3","38","2","0.928000","78.350000","46.020000","9.440000","16.130000","-4.350000","-50","0.798302"
"1001","CCM","white","pop","quiet","37.697277","0","1","1","1","75.570000","73.070000","quebec","10.330000","4","1","4","2","0.547000","86.770000","56.120000","8.280000","8.560000","-2.950000","-30","0.736792"
"1002","CCM","black","pop","hype","55.337439","0","1","1","1","51.820000","82.800000","oscar","80.630000","5","4","47","4","0.670000","84.500000","53.400000","5.270000","5.680000","-0.590000","-141","0.789662"
"1003","Bauer","white","electronic","planner","45.089255","0","0","0","1","82.920000","74.850000","bravo","65.800000","4","3","32","3","0.400000","87.750000","57.300000","5.710000","17.460000","-1.530000","-175","0.341123"
"1004","Sherwood","blue","pop","joker","54.989309","0","1","0","1","71.300000","80.310000","foxtrot","79.290000","4","4","3","6","0.932000","74.200000","41.040000","6.030000","4.370000","-2.370000","-6","0.433031"
"1005","True","green","electronic","joker","54.870686","0","0","1","1","94.630000","56.730000","golf","19.830000","0","2","50","5","0.903000","76.200000","43.440000","8.890000","5.260000","-0.950000","-163","0.518480"
"1006","Bauer","red","metal","planner","55.022986","0","1","1","0","47.970000","69.170000","juliett","53.830000","0","2","50","5","0.773000","82.000000","50.400000","9.000000","14.130000","-4.000000","-90","0.102670"
"1007","True","black","pop","joker","31.280282","0","0","1","1","84.720000","64.840000","xray","42.210000","5","7","38","11","0.554000","92.770000","63.320000","7.780000","16.660000","-4.160000","-13","0.715223"
"1008","Warrior","black","country","planner","36.576263","1","1","1","1","80.560000","74.630000","alpha","37.800000","3","8","35","5","0.715000","86.340000","55.610000","6.580000","13.320000","-1.920000","-51","0.342589"
"1009","Bauer","white","country","hype","29.445116","0","0","1","0","58.960000","50.370000","papa","32.430000","1","4","47","5","0.545000","75.480000","42.580000","7.970000","17.110000","-3.730000","-16","0.206415"
"1010","True","white","rock","joker","","0","1","1","1","53.480000","46.460000","quebec","67.300000","3","5","41","5","0.672000","83.110000","51.730000","9.300000","8.930000","-1.320000","-70","0.216330"
"1011","Bauer","black","pop","planner","41.608409","0","1","0","0","93.340000","51.220000","quebec","34.100000","2","4","40","6","0.795000","82.510000","51.010000","8.090000","11.360000","-0.810000","-81","0.724343"
"1012","CCM","green","pop","planner","58.597507","0","0","0","0","65.310000","59.510000","sierra","24.890000","3","6","50","7","0.644000","65.510000","30.610000","8.910000","14.560000","-1.070000","-140","0.469717"
"1013","Warrior","white","electronic","joker","","0","1","1","1","46.490000","69.900000","india","40.800000","5","7","37","12","0.716000","71.430000","37.720000","7.860000","5.810000","-4.070000","-107","0.808115"
"1014","True","red","electronic","quiet","37.755313","1","1","1","1","95.110000","57.350000","foxtrot","63.790000","2","8","16","9","0.781000","86.100000","","6.730000","15.640000","-0.440000","-13","0.292740"
"1015","Bauer","white","electronic","quiet","67.936968","0","1","1","1","64.440000","46.230000","lima","45.310000","1","6","9","6","0.559000","85.610000","54.730000","7.040000","4.280000","-2.210000","-154","0.913790"
"1016","Warrior","red","country","joker","60.815246","0","0","1","1","63.880000","86.660000","echo","37.330000","0","7","21","6","0.543000","80.730000","48.880000","5.670000","14.420000","-1.520000","-105","0.811747"
"1017","True","blue","country","quiet","65.698317","0","0","1","1","61.550000","91.010000","delta","58.210000","5","5","40","11","0.868000","84.810000","53.770000","7.540000","9.840000","-3.590000","-77","0.079826"
"1018","True","white","metal","quiet","58.087818","0","1","0","1","89.200000","76.530000","whiskey","39.800000","3","2","48","10","0.521000","72.890000","39.470000","8.020000","13.070000","-1.500000","-133","0.066737"
