,num__training_pct,num__goals,num__school_grade,num__number_of_previous_teams,num__avg_shoot_speed,num__pass_completion_rate,num__power_play_goals,num__jersey_number,num__years_played,cat__golden_tipps_alpha,cat__golden_tipps_bravo,cat__golden_tipps_charlie,cat__golden_tipps_delta,cat__golden_tipps_echo,cat__golden_tipps_foxtrot,cat__golden_tipps_golf,cat__golden_tipps_hotel,cat__golden_tipps_india,cat__golden_tipps_juliett,cat__golden_tipps_kilo,cat__golden_tipps_lima,cat__golden_tipps_mike,cat__golden_tipps_november,cat__golden_tipps_oscar,cat__golden_tipps_papa,cat__golden_tipps_quebec,cat__golden_tipps_romeo,cat__golden_tipps_sierra,cat__golden_tipps_tango,cat__golden_tipps_uniform,cat__golden_tipps_victor,cat__golden_tipps_whiskey,cat__golden_tipps_xray,cat__golden_tipps_yankee,cat__golden_tipps_zulu,cat__experience_level_legend,cat__experience_level_missing,cat__experience_level_rookie,cat__experience_level_sophomore,cat__experience_level_veteran,cat__fitness_level_Average,cat__fitness_level_Elite,cat__fitness_level_Excellent,cat__fitness_level_Good,cat__fitness_level_Poor,cat__fitness_level_missing,bool__won_championship,bool__captain
1338,0.812522136863131,-2.1175405041441575,-0.7096145732867634,-0.7692977669459359,0.2319915349829583,-2.228059567511105,-1.4952692881576404,0.26574884399643384,0.7738700687900743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9216,-0.599694274872387,1.3525382799017327,-1.1179438299140552,-1.0188064888938597,0.4032237077036005,-0.3588177016139854,1.3886082299511187,0.20185923130345781,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7068,-0.35166498550078534,0.1847233045016735,-0.23323044055492287,1.2267720086374543,-1.7321422109302953,1.5239548694786358,0.8372787044303264,1.575485904202442,1.5716057294275532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7503,1.0304865216556007,3.120943814078965,-0.7436420113390377,-1.0188064888938597,-2.316346094330133,0.9601754863327219,3.0001868430118956,-1.0120434098630864,0.5079581819109146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5799,-0.9308998780904545,-0.14893811704120055,-0.5394773830253919,0.478245842793683,-1.3335597584629157,0.2861459127049401,-0.22297038310965855,-1.0120434098630864,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2100,0.4276183039642448,0.31818787311882313,0.09003022094168303,0.478245842793683,-0.4284754169395206,0.5768055057935001,0.7524587774271276,-0.27731286389386234,-1.0875131393640431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8074,-0.3489431376254701,-0.8829932444355235,-1.441204491410661,1.2267720086374543,0.8953363385478004,0.04710345425107238,-1.028759689640047,-0.9162089908236225,1.3056938425483935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6518,-1.0830984806470563,1.853030412216044,-0.16517556445037418,0.9772632866895306,-1.0601638524383616,-0.12077751761904394,1.855117828468712,-0.8523193781306464,1.5716057294275532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1487,-0.5442019423553037,-0.4492333964297872,-0.9478066396526837,-1.5178239327897072,1.4119107083520923,-1.708380260557938,-1.1983995436464447,-0.8203745717841584,-1.3534250262432028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5816,-1.1316725750553682,0.2848217309645357,0.4643320395167008,0.7277545647416067,1.67955091109192,-0.829385560079775,0.03148939789993784,-0.8523193781306464,0.5079581819109146,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6444,-0.7263688252787467,-0.916359386589811,-0.14816184542423738,-1.2683152108417834,1.6335052848140992,-0.9271073198250669,-0.6894799816272519,0.3935280693823858,0.5079581819109146,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8741,-1.5005710545867281,-0.4825995385840746,1.5532100571894785,-1.0188064888938597,-0.7867679464138055,0.5687873101220917,0.3283591424111336,-0.02175441312195825,0.24204629503175495,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
758,-1.780134727315203,0.08462487803881129,-0.18218928347651137,-0.020771601102164555,1.3457201205777252,1.3766205240165037,0.24353921540793483,1.479651485162978,0.5079581819109146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3357,-0.0001418006095696438,-1.2833869502869724,-0.9478066396526837,0.9772632866895306,1.2708959778762685,1.4993991452349467,-1.5800892151608392,-1.0439882162095746,0.7738700687900743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1171,-0.38160739305270586,-0.18230425919548798,1.2129356766667356,-0.519789044998012,-1.0112403745181777,-2.02910808741428,-0.2653803466112579,-0.7884297654376704,-1.3534250262432028,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1859,0.24587925890254883,0.9187784318959965,0.8046064200394436,-1.0188064888938597,-1.6587569940500193,-1.4262400003702496,0.45558903291593184,-0.7245401527446944,-0.023865591847404694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5109,0.5217947259989594,-0.8829932444355235,1.7063335284247134,-0.7692977669459359,-0.7047491746064399,1.2668714707640987,-0.7318899451288513,0.4893624884218499,0.24204629503175495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7028,0.7994343075395299,-0.6827963915097991,-1.5773142436197585,-0.7692977669459359,-0.8543974600093533,-0.4625531081128336,-0.3502002736144567,-0.5967609273587424,-1.0875131393640431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
601,-0.8407168175243888,0.9521445740502839,-0.7436420113390377,1.2267720086374543,0.6881310202976114,-0.408430287330826,0.3283591424111336,0.6810313265007779,1.0397819556692338,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1601,-0.1138949262043785,-0.4825995385840746,-0.11413440737196304,-1.0188064888938597,-0.22702580197405797,1.528966241773266,-0.22297038310965855,0.7449209391937539,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7961,0.9230610680938635,1.118975284821721,-1.6453691197243072,-1.0188064888938597,-0.23709828272233213,0.6053703278728934,1.1341484489415221,0.4574176820753619,-0.023865591847404694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7849,0.7742644979249458,-0.6827963915097991,-0.4714225069208433,-1.0188064888938597,0.2881096420090513,-0.5196827522716196,-1.325629434151243,-0.1495336385079103,-0.023865591847404694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9478,-1.4164273194273922,-1.5169499453669844,-1.441204491410661,-1.2683152108417834,-1.3954335687737371,0.4810882949660606,-0.6046600546240531,-1.0759330225560626,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7275,-1.2754940040709484,0.21808944665596092,2.3528548514179253,0.7277545647416067,2.0248931081755677,0.24054242482380409,-0.010920565601661556,1.9268787740138102,1.3056938425483935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
927,-1.3396697526970844,-0.6827963915097991,-0.777669449391312,-1.0188064888938597,-0.5694901474153424,-0.6880648613711993,-0.05333052910326095,0.07408000591750577,0.24204629503175495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8384,-0.17631458352930776,-1.1499223816698227,1.0427984864053639,0.9772632866895306,0.4622196663720567,-0.5312089085492696,-0.47743016411925493,1.9907683867067862,1.0397819556692338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9417,-1.524832402386251,-0.4158672542754998,1.2299493956928724,1.2267720086374543,-0.4745210432173395,-0.8654674406011135,-0.5622500911224537,1.192148228044586,0.7738700687900743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3569,2.2932004446231415,-0.08220583273262574,0.09003022094168303,0.2287371208457592,1.2449953130949958,0.4921133140142473,-0.010920565601661556,-0.7884297654376704,-1.3534250262432028,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1692,-0.09004962436704071,-0.2156704013497754,0.7025241058826205,-1.5178239327897072,-0.6385585868320728,-0.21599359121702083,-0.7742999086304507,1.415761872470002,-1.3534250262432028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1772,-0.7788923736708683,-0.7161625336640864,-1.2200261440708782,0.7277545647416067,-1.024190706908815,-0.8223696388672925,-0.7318899451288513,0.32963845668940983,-0.023865591847404694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8263,-0.28909591787199723,0.9855107162045713,-0.4714225069208433,-1.767332654737631,1.2119000192078122,-0.8253764622440708,0.7100488139255282,-0.9162089908236225,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7522,0.04593705848735827,0.5183847260445476,2.4549371655747483,-0.519789044998012,-0.8299357210492613,-1.767013316405113,0.3283591424111336,0.36158326303589783,0.7738700687900743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4672,-0.48561166973099934,0.48501858389026015,-1.305094739201564,1.2267720086374543,-0.1234231428489635,-0.039092149216569526,0.24353921540793483,1.7032651295883943,1.3056938425483935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6278,-1.6161469303973255,1.853030412216044,-0.19920300250264852,1.2267720086374543,0.5111431442922407,-1.290431811185767,0.8796886679319258,-0.8842641844771345,-0.555689365605724,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
8041,2.1132480110732823,0.6184831525074098,-0.25024415958106005,-0.2702803230500883,0.3053767518632344,-0.5738055730536272,0.24353921540793483,-0.27731286389386234,0.7738700687900743,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8759,0.7076429706014696,2.920746961153241,-0.7946831684174492,-1.2683152108417834,0.08378217540122548,-0.3302528795345924,2.830546989005498,1.44770667881649,0.24204629503175495,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4958,0.941906049604093,0.21808944665596092,0.8046064200394436,-0.7692977669459359,-0.8400082017975354,-0.2991823713078844,0.4131790694143324,1.60743071054893,-1.0875131393640431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
535,0.15724052099438374,-0.4825995385840746,0.27718113022919155,0.9772632866895306,-0.7982793529832602,-0.6469716085552304,-0.39261023711605614,-0.7884297654376704,0.5079581819109146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4816,0.2310431764227435,-0.3825011121212124,1.9275118757644962,0.2287371208457592,1.7630086087204682,1.517440085495616,-1.4952692881576404,0.4893624884218499,0.7738700687900743,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8877,-0.986305019914896,1.052243000513146,0.6514829488042093,0.478245842793683,1.0392289206659875,-0.13881845787971317,0.6252288869223294,-0.8523193781306464,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3088,-1.4094597634328063,0.2848217309645357,-0.23323044055492287,0.7277545647416067,0.4406357790543299,-1.3640989839168332,0.11630932490313664,0.7768657455402419,1.0397819556692338,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8255,0.6767436850821699,0.48501858389026015,0.8896750151701298,-0.2702803230500883,-0.14788488180905554,-1.8722521345923504,-0.5622500911224537,-1.0759330225560626,0.7738700687900743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
429,0.8677249435639159,-1.5169499453669844,-0.8457243254958607,0.478245842793683,-0.634241809368527,0.21548556335065236,-1.028759689640047,0.7449209391937539,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5849,-0.10965344929612704,-0.3157688278126376,1.5021689001110672,0.7277545647416067,0.9442598164679844,-1.0659223323863274,-0.05333052910326095,-1.0759330225560626,-0.8216012524848836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2753,-0.006307229977495054,-0.6160641072012243,0.5494006346473863,-0.519789044998012,-1.1249155143915464,1.3119738214157721,-0.7742999086304507,-0.9800986035165985,0.24204629503175495,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9825,-0.36731561078384845,-1.1832885238241102,-0.25024415958106005,-1.2683152108417834,0.48524247951096816,0.0035045152877884954,-0.6046600546240531,1.8310443549743463,-0.28977747872656434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4201,-0.6520501701983867,0.11799102019309869,-0.7946831684174492,0.9772632866895306,-0.7162605811758946,0.2174901122685041,-0.010920565601661556,-0.6606505400517184,0.7738700687900743,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6024,-1.4282318432580983,0.05125873588452388,-0.5394773830253919,-1.5178239327897072,-0.697554545500529,-2.405963283970482,0.7100488139255282,-0.6287057337052304,-0.555689365605724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2621,-0.014191294024489976,-1.6837806561384212,-1.4752319294629355,0.7277545647416067,-1.9853931554583033,-0.8960368115983589,-1.749729069167237,-0.9481537971701105,-1.6193369131223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4261,0.9282925790164978,-0.2156704013497754,-0.43739506886856894,1.2267720086374543,0.32839956500214385,-0.25107319727943306,-0.9015297991352489,1.160203421698098,1.5716057294275532,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9595,-0.7622645467347108,-1.8839775090641457,-0.28427159763333437,-1.2683152108417834,-0.03133189029332372,-0.7221421929746855,-1.4952692881576404,-1.0439882162095746,-1.0875131393640431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4649,0.6389552943824274,1.2524398534388705,0.17509881607236852,-1.0188064888938597,-1.19686180545064,0.5407236252721617,1.431018193452718,-0.8523193781306464,-0.28977747872656434,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5067,-0.6823861497392099,0.2848217309645357,-0.06309325029355152,0.7277545647416067,1.128442321579264,-1.5881073254868094,0.03148939789993784,-1.0439882162095746,0.5079581819109146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9687,1.0080774038207705,2.0865934072960557,0.9237024532224034,-0.020771601102164555,-1.7220697301820211,-1.6642801843651909,1.5158381204559168,1.192148228044586,0.5079581819109146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6358,2.3395627948583573,0.6852154368159846,0.8216201390655811,1.2267720086374543,0.006080181057405644,-0.5647851029232926,0.20112925190633543,-1.0120434098630864,0.24204629503175495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
